"participant_id","svo","corrected_score"
316,"HVL",0.854166666666667
316,"LVH",0.6875
316,"LVL",0.6875
317,"HH",0.760416666666667
317,"HVL",0.510416666666667
317,"LVH",0.510416666666667
317,"LVL",0.59375
318,"HH",0.875
318,"HVL",0.791666666666667
318,"LVH",0.708333333333333
318,"LVL",0.791666666666667
322,"HH",0.510416666666667
322,"HVL",0.59375
322,"LVH",0.59375
322,"LVL",0.59375
323,"HH",0.854166666666667
323,"HVL",0.854166666666667
323,"LVH",0.9375
323,"LVL",0.9375
325,"HH",0.635416666666667
325,"HVL",0.46875
325,"LVH",0.46875
325,"LVL",0.46875
326,"HH",0.4375
326,"HVL",0.6875
326,"LVH",0.604166666666667
326,"LVL",0.770833333333333
327,"HH",0.802083333333333
327,"HVL",0.885416666666667
327,"LVH",0.885416666666667
327,"LVL",0.71875
328,"HH",0.84375
328,"HVL",0.59375
328,"LVH",0.760416666666667
328,"LVL",0.677083333333333
329,"HH",0.833333333333333
329,"HVL",0.75
329,"LVH",0.583333333333333
329,"LVL",0.75
330,"HH",0.78125
330,"HVL",0.697916666666667
330,"LVH",0.697916666666667
330,"LVL",0.28125
331,"HH",0.770833333333333
331,"HVL",0.520833333333333
331,"LVH",0.854166666666667
331,"LVL",0.6875
333,"HH",0.541666666666667
333,"HVL",0.625
333,"LVH",0.625
333,"LVL",0.541666666666667
339,"HH",0.677083333333333
339,"HVL",0.677083333333333
339,"LVH",0.59375
339,"LVL",0.59375
340,"HH",0.927083333333333
340,"HVL",0.927083333333333
340,"LVH",0.927083333333333
340,"LVL",0.84375
342,"HH",0.489583333333333
342,"HVL",0.572916666666667
342,"LVH",0.572916666666667
342,"LVL",0.572916666666667
343,"HH",0.520833333333333
343,"HVL",0.270833333333333
343,"LVH",0.354166666666667
343,"LVL",0.354166666666667
344,"HH",0.9375
344,"HVL",0.854166666666667
344,"LVH",0.854166666666667
344,"LVL",0.9375
346,"HH",0.484375
346,"HVL",0.609375
346,"LVH",0.609375
346,"LVL",0.484375
350,"HH",0.583333333333333
350,"HVL",0.833333333333333
350,"LVH",0.75
350,"LVL",0.666666666666667
351,"HH",0.604166666666667
351,"HVL",0.770833333333333
351,"LVH",0.770833333333333
351,"LVL",0.6875
354,"HH",0.645833333333333
354,"HVL",0.895833333333333
354,"LVH",0.5625
354,"LVL",0.645833333333333
355,"HH",0.760416666666667
355,"HVL",0.927083333333333
355,"LVH",0.760416666666667
355,"LVL",0.927083333333333
356,"HH",0.78125
356,"HVL",0.864583333333333
356,"LVH",0.697916666666667
356,"LVL",0.78125
361,"HH",0.916666666666667
361,"HVL",0.833333333333333
361,"LVH",0.916666666666667
361,"LVL",0.916666666666667
362,"HH",0.635416666666667
362,"HVL",0.635416666666667
362,"LVH",0.552083333333333
362,"LVL",0.552083333333333
363,"HH",0.729166666666667
363,"HVL",0.8125
363,"LVH",0.5625
363,"LVL",0.5625
364,"HH",0.802083333333333
364,"HVL",0.802083333333333
364,"LVH",0.802083333333333
364,"LVL",0.46875
366,"HH",0.791666666666667
366,"HVL",0.708333333333333
366,"LVH",0.708333333333333
366,"LVL",0.791666666666667
367,"HH",0.59375
367,"HVL",0.59375
367,"LVH",0.59375
367,"LVL",0.59375
368,"HH",0.864583333333333
368,"HVL",0.614583333333333
368,"LVH",0.864583333333333
368,"LVL",0.614583333333333
369,"HH",0.552083333333333
369,"HVL",0.635416666666667
369,"LVH",0.552083333333333
369,"LVL",0.635416666666667
370,"HH",0.822916666666667
370,"HVL",0.489583333333333
370,"LVH",0.739583333333333
370,"LVL",0.322916666666667
371,"HH",0.333333333333333
371,"HVL",0.5
371,"LVH",0.0833333333333333
371,"LVL",0.416666666666667
372,"HH",0.583333333333333
372,"HVL",0.833333333333333
372,"LVH",0.75
372,"LVL",0.416666666666667
373,"HH",0.109375
373,"HVL",0.359375
373,"LVH",0.234375
373,"LVL",0.484375
374,"HH",0.458333333333333
374,"HVL",0.291666666666667
374,"LVH",0.541666666666667
374,"LVL",0.375
375,"HH",0.822916666666667
375,"HVL",0.822916666666667
375,"LVH",0.739583333333333
375,"LVL",0.65625
377,"HH",0.53125
377,"HVL",0.697916666666667
377,"LVH",0.53125
377,"LVL",0.53125
378,"HH",0.895833333333333
378,"HVL",0.8125
378,"LVH",0.895833333333333
378,"LVL",0.895833333333333
379,"HH",0.447916666666667
379,"HVL",0.53125
379,"LVH",0.447916666666667
379,"LVL",0.114583333333333
380,"HH",0.864583333333333
380,"HVL",0.78125
380,"LVH",0.947916666666667
380,"LVL",0.78125
381,"HH",0.65625
381,"HVL",0.65625
381,"LVH",0.65625
381,"LVL",0.65625
382,"HH",0.864583333333333
382,"HVL",0.864583333333333
382,"LVH",0.78125
382,"LVL",0.697916666666667
383,"HH",0.697916666666667
383,"HVL",0.697916666666667
383,"LVH",0.614583333333333
383,"LVL",0.697916666666667
384,"HH",0.739583333333333
384,"HVL",0.739583333333333
384,"LVH",0.90625
384,"LVL",0.65625
386,"HH",0.59375
386,"HVL",0.510416666666667
386,"LVH",0.59375
386,"LVL",0.510416666666667
390,"HH",0.760416666666667
390,"HVL",0.427083333333333
390,"LVH",0.34375
390,"LVL",0.34375
391,"HH",0.739583333333333
391,"HVL",0.739583333333333
391,"LVH",0.739583333333333
391,"LVL",0.65625
392,"HH",0.677083333333333
392,"HVL",0.677083333333333
392,"LVH",0.677083333333333
392,"LVL",0.59375
395,"HH",0.614583333333333
395,"HVL",0.78125
395,"LVH",0.78125
395,"LVL",0.53125
396,"HH",0.78125
396,"HVL",0.947916666666667
396,"LVH",0.864583333333333
396,"LVL",0.864583333333333
397,"HH",0.864583333333333
397,"HVL",0.864583333333333
397,"LVH",0.864583333333333
397,"LVL",0.864583333333333
398,"HH",0.833333333333333
398,"HVL",0.75
398,"LVH",0.75
398,"LVL",0.583333333333333
